
[SHEET: Clarifications]
NR | Publish date | QUESTION | RESPONSE
1 | 2026-08-05 00:00:00 | The Find a Tender notice states the budget is £78,000 ex VAT. Please can you confirm this is the correct budget? | Please note that there is an error in the notice: it is 65000 +VAT (78000 including VAT)
2 | 2026-08-05 00:00:00 | Response template. Can you confirm that the word limit is 500 words in all sections and that this word limit will be applied in selection? | There is some flexibility, but a hard stop at 1000 words
3 | 2026-08-05 00:00:00 | The RfP reads as though the British Council is looking for a more or less full time consultant for a year to work alongside in-house teams. Is that true or is this more of a traditional external consulting project with most likely a multi-person team? | We're open to both kind of proposals. 
4 | 2026-08-20 00:00:00 | Could you please advise if there is a word limit for the "Methodology and Approach" section, (MA01)? | Please, limit the response to max 1000 words
5 | 2026-08-24 00:00:00 | Clarification regarding Annex 3 – Pricing Approach.
The bidder instructions state that suppliers should complete both the “Requirements Costs” tab and the “Rate Card and Resources” tab, and also refer to the “Travel & Subsistence” tab.
However, in the Annex 3 pricing workbook available to me, I can see the Requirements Costs section, but I cannot locate the Rate Card and Resources tab.
Could you please confirm whether the Rate Card and Resources tab is included in the version of Annex 3 that bidders are expected to complete, and if so, could you please provide the relevant tab/workbook? | This is an error in the Pricing Approach, as in I forgot to delete the instructions related to the tabs you mention. There are no such tabs, the pricing approach is "as is".
Price should incluide everything
6 | 2026-08-25 00:00:00 | Question 1
The specification asks us to evidence returns "to the UK" and to maximise "fiscal and soft power returns," while also requiring understanding of ODA frameworks and "measuring economic welfare in low- to middle-income countries." These point at different beneficiaries and would require different methodologies.
Could you confirm which of the following is the primary objective:
(a) Value the return to the UK (exchequer, UK creative economy, and soft-power/influence) or
(b) Value the economic welfare generated in the artists' home/partner economies as the primary quantity, with UK return secondary.
If both are in scope, could you indicate which takes priority? | Both are in scope but a should take priority.
7 | 2026-08-25 00:00:00 | The specification frames the object of valuation in more than one way. It refers to:
• the four named commissions (Argentina, China, Senegal, UK)
• the wider 'international art and technology sector', described globally and going beyond the four commission hosts,
• and, via the requirements for additionality, market-failure and counterfactual analysis, and 'risks of non-intervention', the value of intervention in the sector.
Please could you confirm which is the intended valuation lens:
(a) A valuation of the four commissions as worked case studies, plus a transferable methodology/framework that can be extended to other countries
(b) A global, sector-level economic valuation (inc methodology) as the headline output, with the four commissions used as illustrative inputs.
(c) A valuation of returns on investment / intervention in this sector (inc methodology) (evidenced by the commissions and/or other evidence) | The four commissions should be taken as case studies indicative of the wider art-tech sector. So either a or b.
8 | 2026-09-03 00:00:00 | Would you accept cover levels of £5 million each for PI, PL and EL? | I cannot give a definitive number, because it depends on the risk the business considers acceptable, but I can definitely say that we are open to discuss and adjust the insurance levels
9 | 2026-09-03 00:00:00 | Schedule 1 of Annex 1 requires £10m Professional Indemnity insurance. Can the British Council confirm whether this level is mandatory for this commission, or whether a lower level proportionate to contract value and risk would be accepted | Same answer as above
10 | 2026-09-03 00:00:00 | Can the British Council provide a summary of the quantitative and qualitative data already available for the four artist innovation commissions, including budgets, delivery data, partner evidence, follow-on investment, IP/technology developement and audience/participant data?  | The four commissions are currently still underway. The grants for each of the four commissions was around £100k-120k.
11 | 2026-09-03 00:00:00 | For the counterfactual analysis, does the British Council expect formal econometric or quasi-experimental analysis, or would a Green Book-aligned constructed counterfactual and additionality assessment be acceptable given the nature and scale of the commissions?  | The latter: formal econometric analysis, not Green Book-adjacent.
12 | 2026-09-03 00:00:00 | Beyond the four commissions, does the British Council expect the supplier to undertake original primary research across the wider international Art and Tech sector, or primarily to draw on existing evidence, comparator programmes and funding data  | The latter. As we stated in the brief, the four commissions are to be viewed as case studies. We would like to understand what the value of our work, supporting the art and tech sector.
13 | 2026-09-03 00:00:00 | Will the successful supplier be given access at mobilisation to the British Council’s existing prosperity framework, Return on Influence measures and relevant FCDO monitoring and evaluation frameworks referenced in the specification?  | Yes.
14 | 2026-09-03 00:00:00 | Should bidders assume that engagement with international artists and partners can be conducted remotely unless otherwise agreed, or should provision for international travel be included within the fixed price? | We would expect engagement to be remote
15 |  | Who are the principal intended users of the Economic Valuation Toolkit after completion: the Digital Innovation in the Arts team, wider British Council Arts teams, corporate M&E colleagues, or external partners? Should the toolkit be designed for independent use by non-economists? | Everyone across the British Council and yes re: non-economists
16 | 2026-09-03 00:00:00 | Should the Gap Analysis & Investment Framework primarily inform future British Council commissioning decisions, or is it also expected to provide recommendations for wider UK public investment in the Art and Tech sector? | The former
17 |  |  | 
[END SHEET: Clarifications, 18 rows]


[SHEET: Categories]
Material groups |  | MG Category | MG Name 2 | Material number  | MG Name 1 | Material name  | Material Group / Material Group Description |  | Name | Range Address
Facilities | Hard FM | Prprty Mgmnt & Occup | FC0206 | Property taxes | FC020602 | Property tax for any residential or commercial properties inc. council taxes and business rates. | 600020 | RATES & OTHER LOCAL PROPERTY TAXES | 
Facilities | Hard FM | Prprty Mgmnt & Occup | FC0206 | Real estate charges (office & res) | FC020606 | Agency and transaction costs for sales, leases, renewals and extensions etc. | 600080 | PROPERTY SERVICE CHARGES | 
Facilities | Hard FM | Prprty Mgmnt & Occup | FC0206 | Residential Costs | FC020609 | All residential staff building maintenance service and other charges associated with rental or leasing e.g. sink fund, condominium charges etc. | 530280 | STAFF ACCOMMODATION NON-RENT ITEMS | 
Facilities | Hard FM | Prprty Mgmnt & Occup | FC0206 | Residential Costs | FC020609 | All residential staff building maintenance service and other charges associated with rental or leasing e.g. sink fund, condominium charges etc. | 530285 | RD STAFF ACCOMMODATION NON RENT ITEMS | 
Facilities | Hard FM | Prprty Mgmnt & Occup | FC0206 | Serviced office space | FC020610 | Fixed payment costs for serviced office space, workstations, meeting rooms, facilities, etc. - combined costs. Serviced office space used to deliver client funded project. | 600040 | PROPERTY RENT CHARGES | 
Facilities | Hard FM | Prprty Mgmnt & Occup | FC0206 | Serviced office space | FC020610 | Fixed payment costs for serviced office space, workstations, meeting rooms, facilities, etc. - combined costs. Serviced office space used to deliver client funded project. | 601550 | VENUE HIRE | 
Facilities | Hard FM | Prprty Mgmnt & Occup | FC0206 | Storage (not docs) | FC020608 | Non-document storage: e.g. warehousing of furniture, office equipment or bulky items. | 605010 | STORAGE COSTS | 
Facilities | Office Services | Office Equipment | FC0301 | Audio Visual Equipment | FC030103 | Lease of audio and visual presentation and composing equipment, e.g. projectors, TV sets, distance learning systems, media control systems, television mount accessories, audio & video conferencing systems, radios. | 607100 | EQUIPMENT HIRE | 
Facilities | Office Services | Office Equipment | FC0301 | Audio Visual Equipment | FC030103 | Purchase of audio and visual presentation and composing equipment, e.g. projectors, TV sets, distance learning systems, media control systems, television mount accessories, audio & video conferencing systems, radios. | 607000 | EQUIPMENT COSTS & REPAIRS/MAINTENANCE | 
Facilities | Office Services | Office Equipment | FC0301 | Audio Visual Equipment | FC030103 | Purchase of audio and visual presentation and composing equipment, e.g. projectors, TV sets, distance learning systems, media control systems, television mount accessories, audio & video conferencing systems, radios. | 104151 | ASSETS-IN PROGRESS BUILDINGS IMPROVEMENT | 
Facilities | Office Services | Office Equipment | FC0301 | Camera Equipment | FC030104 | Lease of photographic, filming, or video equipment. E.g. cameras and accessories; film processing equipment; photographic enlargers; photo cutters or trimmers; film and video tapes; photographic and recording media film making supplies; video editing supplies. | 607100 | EQUIPMENT HIRE | 
Facilities | Office Services | Office Equipment | FC0301 | Camera Equipment | FC030104 | Purchase of photographic, filming, or video equipment  and accessories. E.g. cameras and accessories; film processing equipment; photographic enlargers; photo cutters or trimmers; film and video tapes; photographic and recording media film making supplies; video editing supplies. | 607000 | EQUIPMENT COSTS & REPAIRS/MAINTENANCE | 
Facilities | Office Services | Office Equipment | FC0301 | Camera Equipment | FC030104 | Purchase of photographic, filming, or video equipment  and accessories. E.g. cameras and accessories; film processing equipment; photographic enlargers; photo cutters or trimmers; film and video tapes; photographic and recording media film making supplies; video editing supplies. | 104111 | ASSETS-IN PROGRESS IT EQUIPMENT | 
Facilities | Office Services | Office Equipment | FC0301 | Equipment Rental / Lease | FC030102 | Office equipment rental/lease e.g. heaters, air conditioning units, shredders including all contract and operating costs. | 607100 | EQUIPMENT HIRE | 
Facilities | Office Services | Office Equipment | FC0301 | Office equipment maintenance | FC030105 | Office equipment repair and maintenance services of printers and photocopiers, shredding machines; sorting machines; audio and visual presentation and composing equipment, e.g. projectors, TV sets, distance learning systems, media control systems, photographic or filming or video equipment maintenance and accessories. | 607000 | EQUIPMENT COSTS & REPAIRS/MAINTENANCE | 
Facilities | Office Services | Office Equipment | FC0301 | Stationery Equipment | FC030101 | Stationery equipment for all office, exams and classrooms e.g. pens, pencils, notebooks, staplers, calculators, rulers, erasers, sticky notes, tape, drawing pins, folders, puches, elastic bands, ink and toners; ca,h handling, currency bags, cashboxes, cash register paper etc. | 630315 | VENUE MATERIALS | 
Facilities | Office Services | Office Equipment | FC0301 | Stationery Equipment | FC030101 | Stationery equipment for all office, exams and classrooms e.g. pens, pencils, notebooks, staplers, calculators, rulers, erasers, sticky notes, tape, drawing pins, folders, puches, elastic bands, ink and toners; ca,h handling, currency bags, cashboxes, cash register paper etc. | 605060 | STATIONERY | 
Facilities | Office Services | Office Equipment | FC0301 | Stationery Equipment | FC030101 | Stationery equipment for all office, exams and classrooms e.g. pens, pencils, notebooks, staplers, calculators, rulers, erasers, sticky notes, tape, drawing pins, folders, puches, elastic bands, ink and toners; ca,h handling, currency bags, cashboxes, cash register paper etc. For use when the expence relates to exam product where British Council acts an as Agent, e.g. ACCA, CFA.  | 662201 | EXAMS EXPENSE - AGENCY | 
Facilities | Office Services | Office Supplies | FC0302 | Office First Aid | FC030201 | Drugs and Pharmaceutical Products, e.g. provision of first aid box, plasters, bandage, eye wash, sterile wipes, etc. | 604000 | GENERAL OFFICE RUNNING COSTS | 
Facilities | Office Services | Office Supplies | FC0302 | Printing and Photocopying Paper | FC030202 | Paper for printing and photocopying | 604000 | GENERAL OFFICE RUNNING COSTS | 
Facilities | Office Services | Operations Goods | FC0303 | BC Uniforms | FC030303 | Uniforms for BC office staff, vests, jackets, clothing etc. | 604000 | GENERAL OFFICE RUNNING COSTS | 
Facilities | Office Services | Operations Goods | FC0303 | Health & Safety  | FC030304 | PPE, Personal safety and protection used at exam venues: protective aprons, vests, coveralls, gloves, knee pads, safety vests fire retardant apparel safety sleeves, safety footwear face and head protection (hard hats, shields, safety helmets, motorcycle helmets, goggles, hearing protectors, respiratory protection (gas masks )antistatic equipment and suppliers ergonomic support aids (elbow supports, back support rests, wrist braces, foot rests). | 630315 | VENUE MATERIALS | 
Facilities | Office Services | Operations Goods | FC0303 | Health & Safety  | FC030304 | PPE, Personal safety and protection: protective aprons, vests, coveralls, gloves, knee pads, safety vests fire retardant apparel safety sleeves, safety footwear face and head protection (hard hats, shields, safety helmets, motorcycle helmets, goggles, hearing protectors, respiratory protection (gas masks )antistatic equipment and suppliers ergonomic support aids (elbow supports, back support rests, wrist braces, foot rests). | 604000 | GENERAL OFFICE RUNNING COSTS | 
Facilities | Office Services | Operations Goods | FC0303 | Health & Safety  | FC030304 | PPE, Personal safety and protection: protective aprons, vests, coveralls, gloves, knee pads, safety vests fire retardant apparel safety sleeves, safety footwear face and head protection (hard hats, shields, safety helmets, motorcycle helmets, goggles, hearing protectors, respiratory protection (gas masks )antistatic equipment and suppliers ergonomic support aids (elbow supports, back support rests, wrist braces, foot rests). For use when the expence relates to exam product where British Council acts an as Agent, e.g. ACCA, CFA.  | 662201 | EXAMS EXPENSE - AGENCY | 
Facilities | Office Services | Operations Goods | FC0303 | Library Books and publications | FC030301 | Purchase of library books and printed publications and reference materials | 630150 | BOOKS & PERIODICALS | 
Facilities | Office Services | Operations Goods | FC0303 | Sports Equipment | FC030305 | Sports and recreation equipment for office staff use, supplies and accessories; sport kits. | 604000 | GENERAL OFFICE RUNNING COSTS | 
Facilities | Office Services | Operations Goods | FC0303 | Textbooks and Manuals | FC030307 | Printed books and materials for teaching and for resale. | 630310 | TEACHING MATERIALS | 
Facilities | Office Services | Operations Goods | FC0303 | Textbooks and Manuals | FC030307 | Printed books and materials for teaching and for resale. | 630320 | STOCK FOR RESALE | 
Facilities | Office Services | Printing | FC0304 | Block for use | FC030404 | Purchase of office equipment e.g. MFDs, printers, photocopiers, including contract and operating costs | 607300 | COMPUTER & IT RELATED COSTS | 
Facilities | Office Services | Printing | FC0304 | External Printing - Exams | FC030402 | General use: External Printing supplier charges; printing, reprinting, photocopying, scanning charges etc | 630315 | VENUE MATERIALS | 
Facilities | Office Services | Printing | FC0304 | External Printing - Exams | FC030402 | General use: External Printing supplier charges; printing, reprinting, photocopying, scanning charges etc. For use when the expence relates to exam product where British Council acts an as Agent, e.g. ACCA, CFA.  | 662201 | EXAMS EXPENSE - AGENCY | 
Facilities | Office Services | Printing | FC0304 | External Printing - General | FC030401 | General use: External Printing supplier charges; printing, reprinting, photocopying, scanning charges, laminating, binding services etc | 605050 | PRINTING & PHOTOCOPYING | 
Facilities | Office Services | Printing | FC0304 | Reprographics Hire | FC030403 | Hire/lease of office equipment e.g. MFDs, printers, photocopiers, including contract and operating costs | 607100 | EQUIPMENT HIRE | 
Facilities | Office Services | Printing | FC0304 | Reprographics Purchase | FC030405 | Purchase of office equipment e.g. MFDs, printers, photocopiers, including contract and operating costs | 607300 | COMPUTER & IT RELATED COSTS | 
Facilities | Office Services | Printing | FC0304 | Reprographics Purchase | FC030405 | Purchase of office equipment e.g. MFDs, printers, photocopiers, including contract and operating costs | 104111 | ASSETS-IN PROGRESS IT EQUIPMENT | 
Facilities | Operational Goods | Operational Goods | FC0401 | Teaching Content, Aids & Materials | FC040101 | Developmental and professional teaching aids and materials: Maths kits; electronic learning aids; educational incentives; stickers and supplies; certificates and diplomas, classroom awards; teacher resource materials; classroom decoratives and supplies; teaching arts and crafts equipment; musical instruments; parts and accessories; toys and games. | 630310 | TEACHING MATERIALS | 
Facilities | Shipping & Freight | Courier Services | FC0501 | International courier services | FC050102 | International courier services and handling charges, including material packing, crating, handling and weighing services. | 605205 | COURIERS | 
Facilities | Shipping & Freight | Courier Services | FC0501 | National courier services | FC050101 | In-country courier services and handling charges, including cost of packing, crating services; material handling services, weighing services. | 630315 | VENUE MATERIALS | 
Facilities | Shipping & Freight | Courier Services | FC0501 | National courier services | FC050101 | In-country courier services and handling charges, including cost of packing, crating services; material handling services, weighing services. | 605205 | COURIERS | 
Facilities | Shipping & Freight | Courier Services | FC0501 | National courier services | FC050101 | In-country courier services and handling charges, including cost of packing, crating services; material handling services, weighing services. For use when the expence relates to exam product where British Council acts an as Agent, e.g. ACCA, CFA.  | 662201 | EXAMS EXPENSE - AGENCY | 
Facilities | Shipping & Freight | Freight Services | FC0502 | Agency services customs clearance | FC050203 | Customs brokerage services, customs tax/duty charge for release of goods, customs clearance. | 606100 | IMPORT & EXPORT DUTIES | 
Facilities | Shipping & Freight | Freight Services | FC0502 | Freight Forwarders - residential | FC050201 | BC staff travel relocation services. International cargo transport: air, ship, rail, truck transportation. Freight charges for relocation of personal effects e.g. furniture, equipment; excess baggage allowance. | 530120 | BAGGAGE & FARES & LOCAL TRAVEL COSTS | 
Facilities | Shipping & Freight | Freight Services | FC0502 | Freight Forwarders - residential | FC050201 | BC staff travel relocation services. International cargo transport: air, ship, rail, truck transportation. Freight charges for relocation of personal effects e.g. furniture, equipment; excess baggage allowance. | 530125 | REGIONAL DIRECTORS -BAGGAGE & FARES & LOCAL TRAVEL | 
Facilities | Shipping & Freight | Freight Services | FC0502 | Freight Forwarders - residential | FC050201 | BC staff travel relocation services. International cargo transport: air, ship, rail, truck transportation. Freight charges for relocation of personal effects e.g. furniture, equipment; excess baggage allowance. | 551125 | Middle Manager 1 - Senior Teachers - Allowances | 
Facilities | Shipping & Freight | Freight Services | FC0502 | Freight Forwarders - residential | FC050201 | BC staff travel relocation services. International cargo transport: air, ship, rail, truck transportation. Freight charges for relocation of personal effects e.g. furniture, equipment; excess baggage allowance. | 552125 | NETWORK TEACHERS 1 ALLOWANCES | 
Facilities | Shipping & Freight | Freight Services | FC0502 | Freight Forwarding | FC050202 | Freight forwarding services: freight charges; cargo services including insurance and non residential/passenger transportation of goods and furniture. | 605200 | POSTAGE, DELIVERY & FREIGHT COSTS | 
Facilities | Shipping & Freight | Freight Services | FC0502 | Freight Forwarding | FC050202 | Freight forwarding services: freight charges; cargo services including insurance and non residential/passenger transportation of goods and furniture. | 600118 | COLLATERALS MOVEMENT | 
Facilities | Soft FM | Catering | FC0601 | Catering contracts | FC060101 | Contracted catering services, cafeteria, canteen services for the staff use.  | 603600 | CATERING COSTS | 
Facilities | Soft FM | Catering | FC0601 | Catering for events  | FC060102 | Catering provided for work related events not covered by maint office catering contract, e.g. integration meetings, away days, training events, etc. , also food & drink delivery. Excluding exam events. | 603600 | CATERING COSTS | 
Facilities | Soft FM | Catering | FC0601 | Chilled water | FC060106 | Chilled / drinking water, including purchase of water dispenser. | 604000 | GENERAL OFFICE RUNNING COSTS | 
Facilities | Soft FM | Catering | FC0601 | Chilled water | FC060106 | Chilled / drinking water, including purchase of water dispenser. | 601561 | STANDALONE PREMISES UTILITIES COST | 
Facilities | Soft FM | Catering | FC0601 | Vending machines BC Offices | FC060104 | Vending machines; food, snack and beverage dispensing equipment. | 607100 | EQUIPMENT HIRE | 
Facilities | Soft FM | Catering | FC0601 | Vending machines Residential | FC060105 | Vending machines; personal accommodation item dispensers; food and beverage dispensing equipment. | 607100 | EQUIPMENT HIRE | 
Facilities | Soft FM | Cleaning | FC0602 | Cleaning materials | FC060201 | Cleaning equipment and supplies, including descalers; bacterial removal chemicals; water softening compounds; cleaning accessories and equipment, e.g. brooms; mops; buckets; carts; vacuum cleaner plus supplies and accessories; floor polishers plus supplies and accessories; carpet sweepers; janitor cart and accessories; rubbish, cleaning rags; cloths and wipes; air fresheners; bleaches; absorbents; | 602080 | CLEANING & CLEANING SUPPLIES | 
Facilities | Soft FM | Cleaning | FC0602 | Cleaning services | FC060206 | Cleaning services, e.g. general building and office cleaning services; daily, weekly or deep cleans, window cleaning, kitchen cleaning, housekeeping, carpet cleaning etc. | 602080 | CLEANING & CLEANING SUPPLIES | 
Facilities | Soft FM | Cleaning | FC0602 | Cleaning services | FC060206 | Cleaning services, e.g. general building and office cleaning services; daily, weekly or deep cleans, window cleaning, kitchen cleaning, housekeeping, carpet cleaning etc. | 601561 | STANDALONE PREMISES UTILITIES COST | 
Facilities | Soft FM | Cleaning | FC0602 | Hygiene equipmt & maint - Offices | FC060204 | Sanitary bins and products, hygienic bags, facial tissue, toilet tissue, soap, hand sanitizer etc. | 602080 | CLEANING & CLEANING SUPPLIES | 
Facilities | Soft FM | Cleaning | FC0602 | Pest Control services | FC060205 | Pest control, fumigation, animal trapping, rodent control, birds, termites, insects etc. | 604000 | GENERAL OFFICE RUNNING COSTS | 
Facilities | Soft FM | Document Management | FC0603 | Archiving documents | FC060302 | Document archiving, storage and destruction costs. | 605010 | STORAGE COSTS | 
Facilities | Soft FM | Document Management | FC0603 | Document storage | FC060301 | Document storage services: e.g. exam papers and other confidential documents for secure storage including archiving.  | 630315 | VENUE MATERIALS | 
Facilities | Soft FM | Document Management | FC0603 | Document storage | FC060301 | Document storage services: e.g. exam papers and other confidential documents for secure storage. Not archiving.  | 605010 | STORAGE COSTS | 
Facilities | Soft FM | Document Management | FC0603 | Document storage | FC060301 | Document storage services: e.g. exam papers and other confidential documents for secure storage. Not archiving. For use when the expence relates to exam product where British Council acts an as Agent, e.g. ACCA, CFA.  | 662201 | EXAMS EXPENSE - AGENCY | 
Facilities | Soft FM | Post Room | FC0604 | Franking and mailing services | FC060402 | Hire/lease of franking machines including cost of credits and all associated postage charges. | 605200 | POSTAGE, DELIVERY & FREIGHT COSTS | 
Facilities | Soft FM | Post Room | FC0604 | Postal Costs | FC060401 | Postal services. National postal delivery service; postage, stamps, post office box services; mailing pick up or delivery services; packing, crating services, material handling services, weighing services. | 605200 | POSTAGE, DELIVERY & FREIGHT COSTS | 
Facilities | Soft FM | Security Srvcs BCOff | FC0605 | Advanced access contact systems | FC060517 | AACS software, swipe/proximity readers, key pads, green break glass device, magnetic locks, electric strikes, solenoid locks, motorised locks, request to exit buttons, proximity/swipe cards, cabling, power supplies, control equipment, emergency lock down button, video intercom/access system. | 602120 | SECURITY | 
Facilities | Soft FM | Security Srvcs BCOff | FC0605 | Advanced access contact systems | FC060517 | AACS software, swipe/proximity readers, key pads, green break glass device, magnetic locks, electric strikes, solenoid locks, motorised locks, request to exit buttons, proximity/swipe cards, cabling, power supplies, control equipment, emergency lock down button, video intercom/access system. | 104151 | ASSETS-IN PROGRESS BUILDINGS IMPROVEMENT | 
Facilities | Soft FM | Security Srvcs BCOff | FC0605 | Block for use | FC060503 | Alarm systems; doors chimes, sirens, buzzers, motion detectors, convex security mirrors, gas detectors, radar detectors. Expenditure that qualifies as a fixed asset follow the fixed asset PO process. | 602120 | SECURITY | 
Facilities | Soft FM | Security Srvcs BCOff | FC0605 | Block for use | FC060504 | Metal detection arch, x-ray baggage scanner, x-ray postal scanner, hand held magnetic detector, finger print reader.  If expenditure qualifies as a fixed asset follow the fixed asset PO process. | 602120 | SECURITY | 
Facilities | Soft FM | Security Srvcs BCOff | FC0605 | Block for use | FC060505 | Rising arm barrier, fixed bollards, rising bollards, concrete planters, concrete structures, blast wall, barbed/razor wire, perimeter fence, defensive ditch, security gates, one way turnstile. If expenditure qualifies as a fixed asset follow the fixed asset PO process. | 602120 | SECURITY | 
Facilities | Soft FM | Security Srvcs BCOff | FC0605 | Block for use | FC060506 | CCTV Cameras, lenses, monitors, cabling, IR lighting, fibre optic cabling, co-axial cabling, multiplex recording device, control equipment.  If expenditure qualifies as a fixed asset follow the fixed asset PO process. | 602120 | SECURITY | 
Facilities | Soft FM | Security Srvcs BCOff | FC0605 | Block for use | FC060507 | AACS software, swipe/proximity readers, key pads, green break glass device, magnetic locks, electric strikes, solenoid locks, motorised locks, request to exit buttons, proximity/swipe cards, cabling, power supplies, control equipment, emergency lock down button, video intercom/access system. | 602120 | SECURITY | 
Facilities | Soft FM | Security Srvcs BCOff | FC0605 | Bus. Cont/Disaster Recovry-Office Space | FC060501 | Short term alternative office space for business continuity and disaster recovery. | 600040 | PROPERTY RENT CHARGES | 
Facilities | Soft FM | Security Srvcs BCOff | FC0605 | Bus. Cont/Disaster Recovry-Staff Accomm | FC060502 | Short term alternative accomodation for business continuity and disaster recovery e.g. residential and hotel costs etc. | 530260 | STAFF ACCOMMODATION  RENTS | 
Facilities | Soft FM | Security Srvcs BCOff | FC0605 | Bus. Cont/Disaster Recovry-Staff Accomm | FC060502 | Short term alternative accomodation for business continuity and disaster recovery e.g. residential and hotel costs etc. | 530265 | RD STAFF ACCOMMODATION RENTS | 
Facilities | Soft FM | Security Srvcs BCOff | FC0605 | CCTV systems, equipment | FC060516 | CCTV Cameras, lenses, monitors, cabling, IR lighting, fibre optic cabling, co-axial cabling, multiplex recording device, control equipment.  If expenditure qualifies as a fixed asset follow the fixed asset PO process. | 602120 | SECURITY | 
Facilities | Soft FM | Security Srvcs BCOff | FC0605 | CCTV systems, equipment | FC060516 | CCTV Cameras, lenses, monitors, cabling, IR lighting, fibre optic cabling, co-axial cabling, multiplex recording device, control equipment.  If expenditure qualifies as a fixed asset follow the fixed asset PO process. | 104151 | ASSETS-IN PROGRESS BUILDINGS IMPROVEMENT | 
Facilities | Soft FM | Security Srvcs BCOff | FC0605 | Internal security (not systems) | FC060508 | Security doors, ballistic doors, security locks (padlocks, keys), locksmiths, security cabinets, paper shredders, teller screens, ballistic glazing and framing, secure room structures, anti-shatter film, blast resistant glazing systems, push button code locks, safes, security shutters, security chains; key chains or key cases; door guards. | 602120 | SECURITY | 
Facilities | Soft FM | Security Srvcs BCOff | FC0605 | Manned guarding services | FC060510 | Guards and security personnel services. Guard services; armoured car services; burglary protection; guard dog rental; security guard services. | 602120 | SECURITY | 
Facilities | Soft FM | Security Srvcs BCOff | FC0605 | Police & special services | FC060509 | Police services; special weapons; tactics SWAT or riot teams; police guarding and close protection services, bomb disposals. | 602120 | SECURITY | 
Facilities | Soft FM | Security Srvcs BCOff | FC0605 | Security equipment, maint & repair | FC060512 | Maintenance and repair of any security, safety or fire protection equipment, devices or software, backup batteries for security alarm systems. | 607000 | EQUIPMENT COSTS & REPAIRS/MAINTENANCE | 
Facilities | Soft FM | Security Srvcs BCOff | FC0605 | Security equipment, maint & repair | FC060512 | Maintenance and repair of any security, safety or fire protection equipment, devices or software, backup batteries for security alarm systems. | 601561 | STANDALONE PREMISES UTILITIES COST | 
Facilities | Soft FM | Security Srvcs BCOff | FC0605 | Security Search Equipment | FC060514 | Metal detection arch, x-ray baggage scanner, x-ray postal scanner, hand held magnetic detector, finger print reader.  If expenditure qualifies as a fixed asset follow the fixed asset PO process. | 602120 | SECURITY | 
Facilities | Soft FM | Security Srvcs BCOff | FC0605 | Security Search Equipment | FC060514 | Metal detection arch, x-ray baggage scanner, x-ray postal scanner, hand held magnetic detector, finger print reader.  If expenditure qualifies as a fixed asset follow the fixed asset PO process. | 104151 | ASSETS-IN PROGRESS BUILDINGS IMPROVEMENT | 
Facilities | Soft FM | Security Srvcs BCOff | FC0605 | Security Systems - External | FC060515 | Rising arm barrier, fixed bollards, rising bollards, concrete planters, concrete structures, blast wall, barbed/razor wire, perimeter fence, defensive ditch, security gates, one way turnstile. If expenditure qualifies as a fixed asset follow the fixed asset PO process. | 602120 | SECURITY | 
Facilities | Soft FM | Security Srvcs BCOff | FC0605 | Security Systems - External | FC060515 | Rising arm barrier, fixed bollards, rising bollards, concrete planters, concrete structures, blast wall, barbed/razor wire, perimeter fence, defensive ditch, security gates, one way turnstile. If expenditure qualifies as a fixed asset follow the fixed asset PO process. | 104151 | ASSETS-IN PROGRESS BUILDINGS IMPROVEMENT | 
Facilities | Soft FM | Security Srvcs BCOff | FC0605 | Security Systems - Internal | FC060513 | Alarm systems; doors chimes, sirens, buzzers, motion detectors, convex security mirrors, gas detectors, radar detectors. Expenditure that qualifies as a fixed asset follow the fixed asset PO process. | 602120 | SECURITY | 
Facilities | Soft FM | Security Srvcs BCOff | FC0605 | Security Systems - Internal | FC060513 | Alarm systems; doors chimes, sirens, buzzers, motion detectors, convex security mirrors, gas detectors, radar detectors. Expenditure that qualifies as a fixed asset follow the fixed asset PO process. | 104151 | ASSETS-IN PROGRESS BUILDINGS IMPROVEMENT | 
Facilities | Soft FM | Waste Management | FC0606 | Building waste  | FC060603 | Skip hire, waste disposal, waste collection. | 604000 | GENERAL OFFICE RUNNING COSTS | 
Facilities | Soft FM | Waste Management | FC0606 | Furniture disposal | FC060601 | Furniture disposal | 604000 | GENERAL OFFICE RUNNING COSTS | 
Facilities | Soft FM | Waste Management | FC0606 | Waste collection services | FC060602 | Paper shredding services, recycling services, bin rental, destroying of computer, electronic and electrical equipment,  | 604000 | GENERAL OFFICE RUNNING COSTS | 
Facilities | Utilities | Utilities | FC0701 | BC Premise Water  | FC070104 | BC premises charges for water:  Water and sewerage supply and services charges. | 602040 | UTILITY WATER | 
Facilities | Utilities | Utilities | FC0701 | BC Premise Water  | FC070104 | Charges for water:  Water and sewerage supply and services on premises which are exclusively used as Teaching Centre. | 601561 | STANDALONE PREMISES UTILITIES COST | 
Facilities | Utilities | Utilities | FC0701 | BC Premises Electric | FC070103 | BC premises charges for electricity supply and services. | 602020 | UTILITY ELECTRICITY | 
Facilities | Utilities | Utilities | FC0701 | BC Premises Electric | FC070103 | Charges for electricity supply and services  on premises which are exclusively used as Teaching Centre. | 601561 | STANDALONE PREMISES UTILITIES COST | 
Facilities | Utilities | Utilities | FC0701 | BC Premises Gas | FC070102 | BC premises charges for oil and gas supply and services. | 602000 | UTILITY GAS | 
